Cell ID,Cell Type,Dimorphism
11740,IN06B018,
11742,INXXX073,
11744,IN08A007,
11747,IN19A016,
11749,IN21A012,
11750,IN12B013,
11751,INXXX466,
11752,IN19A020,
11754,IN19A020,
11757,IN05B017,
11760,IN03A006,
11761,IN16B022,
11763,IN06A005,
11764,IN20A.22A047,
11766,IN09A010,
11767,INXXX466,
11769,IN12A011,
11770,IN13A005,
11771,IN21A013,
11774,IN12B012,
11775,IN10B012,
11778,IN12B013,
11779,IN13A012,
11780,IN13A014,
11781,IN10B014,
11782,IN14A005,
11783,IN13B011,
11785,IN10B012,
11788,IN03A009,
11791,IN18B015,
11792,IN16B033,
11793,IN19A016,
11795,IN21A013,
11797,IN01A011,
11799,IN19A020,
11801,IN03B020,
11802,IN17A023,
11805,IN09B005,
11808,IN13B009,
11812,IN17A017,
11814,IN12A002,
11817,IN19A024,
11819,IN08A006,
11820,IN05B014,sex_specific
11822,IN14B007,
11825,IN17A020,
11826,IN21A016,
11828,INXXX149,dimorphic
11829,IN14A005,
11831,IN03A004,
11833,IN19A021,
11834,IN05B017,
11836,IN17A022,
11837,IN09A006,
11840,IN18B021,
11841,IN05B021,
11843,IN19B027,
11845,IN19A021,
11846,IN16B020,
11848,INXXX066,
11850,IN17A017,
11853,IN16B033,
11854,IN21A010,
11855,INXXX077,
11857,IN19B035,
11858,IN12B005,
11861,IN01A012,
11862,IN08B017,
11866,IN18B017,
11867,IN12A007,
11870,INXXX084,dimorphic
11873,INXXX084,dimorphic
11874,INXXX044,
11875,IN16B024,
11877,IN20A.22A001,
11879,IN07B006,
11881,IN00A008,
11882,IN13B058,
11883,IN05B018,
11888,IN10B010,sex_specific
11890,IN03B028,
11891,IN19A008,
11892,IN09B006,
11893,IN19B021,
11896,IN13A004,
11898,INXXX078,
11902,INXXX069,sex_specific
11903,IN16B024,
11904,IN14B007,
11905,IN08B017,
11906,IN17A028,
11907,IN06A005,
11908,IN21A007,
11910,IN01A022,
11912,IN26X002,
11914,IN18B013,dimorphic
11915,IN10B023,
11916,IN01A042,
11917,IN27X014,
11918,IN01A023,
11920,IN18B015,
11921,INXXX062,sex_specific
11922,INXXX083,
11924,IN17A016,
11925,IN09A006,
11926,IN17A022,
11927,IN21A012,
11928,IN19B027,
11933,INXXX087,sex_specific
11934,IN06B022,
11935,IN19A016,
11936,IN19A016,
11937,INXXX095,
11939,IN12A011,
11940,IN03B029,sex_specific
11941,IN21A015,
11943,IN17A016,
11944,IN06B019,
11945,IN04B008,
11947,IN21A011,
11948,IN21A020,
11949,IN13B011,
11950,IN13B012,
11952,IN13B021,
11953,IN07B030,
11955,IN01A015,
11956,IN03B029,sex_specific
11957,IN10B016,
11958,IN13B013,
11963,dMS10,
11964,IN21A016,
11965,IN21A012,
11966,IN17A020,
11967,IN13B012,
11969,IN11A011,
11970,IN10B058,
11973,IN20A.22A001,
11976,IN01A015,
11978,IN17A025,
11979,IN00A009,
11982,IN21A009,
11983,IN12B005,
11984,IN19B012,
11988,IN06B020,dimorphic
11989,IN13A012,
11992,INXXX073,
11993,IN19A024,
11994,IN18B018,
11995,IN16B032,
11996,IN09B014,
11998,IN01A020,
12000,INXXX077,
12001,IN18B016,
12003,IN19B043,
12004,IN13B010,
12005,IN20A.22A001,
12006,IN14A005,
12007,IN14B006,
12008,IN19B030,
12011,INXXX076,
12014,IN14A005,
12015,IN12B011,
12017,IN07B020,
12019,IN21A014,
12021,IN03A006,
12023,IN13A043,
12026,IN13A010,
12027,IN21A018,
12028,IN08A007,
12030,IN05B024,
12031,INXXX095,
12032,IN03B035,
12033,IN08A008,
12034,INXXX063,
12038,IN19B023,
12040,IN05B019,
12044,IN13B006,
12045,IN01A016,
12046,IN05B020,
12047,IN12A010,
12049,IN19A016,
12050,IN03A010,
12053,IN19A032,
12054,IN17A007,
12056,dMS2,
12057,INXXX062,sex_specific
12058,IN03A006,
12061,IN16B029,
12066,IN12B013,
12067,IN21A008,
12068,IN03A013,
12069,IN13B013,
12070,INXXX091,dimorphic
12071,IN07B020,
12072,IN07B006,
12073,IN21A017,
12075,IN04B006,
12076,dMS5,
12077,IN13B026,
12079,IN26X002,
12082,IN18B016,
12083,IN17A016,
12084,INXXX078,
12086,INXXX058,sex_specific
12087,INXXX095,
12088,IN06A006,
12089,IN19A031,
12090,IN03B024,dimorphic
12091,IN17A016,
12092,IN06B013,
12093,IN16B055,
12094,IN18B011,
12095,IN21A014,
12097,INXXX095,
12098,IN06A006,
12099,IN08A007,
12103,IN09A014,
12104,IN13A012,
12105,IN21A015,
12106,IN13B013,
12107,INXXX466,
12109,IN00A003,
12110,IN04B007,
12111,IN12A001,
12112,IN06A022,
12116,IN08B019,
12117,IN09A009,
12118,IN09A010,
12119,IN13A018,
12120,IN03B032,
12121,IN19A022,
12122,INXXX135,
12124,IN05B017,
12128,IN06A084,
12130,IN06B013,
12132,IN04B086,
12135,IN21A018,
12137,IN10B016,
12138,INXXX129,dimorphic
12140,IN03B031,
12142,IN17A016,
12146,IN09B008,
12148,IN13B014,
12150,IN12B013,
12151,IN08B021,
12154,IN01B002,
12156,IN02A006,sex_specific
12157,IN01A011,
12158,IN17A025,
12160,IN03A010,
12161,IN26X002,
12162,IN01A023,
12163,IN05B017,
12164,IN13A007,
12169,IN04B006,
12173,IN14A005,
12175,IN10B023,
12176,IN14A004,
12180,IN13A008,
12182,INXXX122,sex_specific
12183,IN10B011,
12186,IN13B009,
12187,IN03B021,
12188,IN01A019,
12189,IN13B011,
12190,IN13B014,
12191,GFC1,
12193,IN14B006,
12194,IN21A014,
12195,IN18B017,
12197,IN13B010,
12198,IN18B016,
12199,INXXX056,dimorphic
12200,IN02A010,
12202,IN21A012,
12203,IN03B032,
12204,IN10B011,
12205,IN17A022,
12207,dMS2,
12208,IN05B017,
12213,IN21A019,
12216,IN01A017,
12217,IN12B014,
12218,IN13B011,
12219,IN19A015,
12220,IN09A011,
12222,IN13B013,
12228,IN06B042,
12229,INXXX101,
12232,IN09B008,
12233,IN21A017,
12236,IN12A012,
12238,IN16B030,
12240,IN21A017,
12241,IN12A011,
12242,IN21A013,
12246,IN19B003,
12247,IN19A029,
12248,IN21A014,
12249,IN05B020,
12250,IN21A006,
12251,IN09A011,
12252,IN06B021,
12253,IN12B010,sex_specific
12256,IN06B008,
12258,IN00A028,
12260,IN21A007,
12262,IN19A142,
12265,IN14A008,
12268,IN01B035,
12276,IN03A009,
12277,IN03A011,
12281,IN06B029,
12283,IN21A017,
12284,IN04B006,
12285,IN14A004,
12289,IN10B014,
12298,INXXX114,
12299,IN21A015,
12301,IN21A018,
12302,IN16B030,
12303,IN01A023,
12307,IN01A010,
12309,IN10B014,
12312,IN06B014,
12313,IN02A012,
12315,INXXX466,
12316,IN08B036,
12317,INXXX058,sex_specific
12321,INXXX112,
12323,IN11A035,
12324,IN21A020,
12325,IN18B014,
12333,INXXX044,
12338,IN14A005,
12339,IN23B009,
12340,IN06B029,
12341,IN01A024,
12343,IN12B014,
12344,IN21A017,
12345,IN00A040,
12346,INXXX104,
12351,IN19A029,
12352,IN16B022,
12353,INXXX107,sex_specific
12354,IN06B029,
12356,IN20A.22A071,
12360,IN03A014,
12366,IN08B019,
12367,IN19A029,
12368,INXXX111,sex_specific
12372,IN20A.22A084,
12373,IN13A015,
12375,IN19A024,
12376,IN13A003,
12384,IN06B020,dimorphic
12386,IN05B019,
12387,INXXX122,sex_specific
12390,IN13A022,
12391,IN03A011,
12397,IN05B024,
12398,IN17A028,
12399,IN06A009,
12400,IN09B038,
12401,IN09A010,
12403,IN14A006,
12404,IN10B033,
12405,IN23B009,
12407,INXXX115,
12409,IN05B021,
12412,IN20A.22A003,
12413,IN13B014,
12415,INXXX066,
12418,IN11B017,
12420,IN02A010,
12421,IN08A008,
12423,IN06B027,
12428,IN12A025,sex_specific
12430,IN14A008,
12432,INXXX058,sex_specific
12437,IN03B032,
12438,IN19A028,
12440,IN10B013,sex_specific
12443,IN09A012,
12446,IN09B008,
12447,INXXX107,sex_specific
12450,IN26X003,
12452,IN06A008,
12456,INXXX101,
12457,IN01A032,
12465,IN09A014,
12470,IN03B031,
12471,IN12B011,
12472,INXXX110,sex_specific
12475,IN19A029,
12476,IN03A012,
12478,IN03B028,
12479,IN16B016,
12480,IN06B033,
12481,IN06A011,
12489,IN19B021,
12493,INXXX104,
12494,IN01A031,
12496,INXXX213,
12498,IN02A010,
12500,INXXX032,sex_specific
12501,IN21A024,
12502,INXXX126,sex_specific
12508,IN03A009,
