Cell ID,Cell Type,Dimorphism
809992,LgLG1b,
809994,SNta04,
809995,SNta29,
809996,LgLG1b,
810004,SNpp02,
810006,,
810007,SNxx33,
810009,SNpp23,
810010,SNpp28,
810014,SNta14,
810021,SNxx01,
810022,SNxx33,
810025,SNxx02,
810030,SNta38,
810037,SNxx04,
810039,SNpp28,
810040,,
810041,SNpp39,
810043,SNpp38,
810049,LgLG8,
810050,SNta07,
810052,SNpp45,
810053,SNxx33,
810058,SNxx33,
810077,SNxx04,
810078,SNta03,
810079,SNxx01,
810082,LgLG3b,
810085,SNpp43,
810089,SNta20,
810095,SNxx14,
810100,SNta04,
810102,SNta03,
810106,,
810108,SNxx19,
810111,SNta02,
810113,SNta43,
810116,SNpp07,
810122,,
810123,SNta37,
810127,SNxx28,
810129,SNta04,
810137,SNpp28,
810139,SNta37,
810142,SNta29,
810152,SNpp11,
810164,LgLG1a,
810168,SNta37,
810171,SNta04,
810173,SNpp48,
810179,SNta29,
810180,SNta29,
810187,SNpp39,
810190,SNxx07,
810199,,
810213,SNpp19,
810217,SNpp28,
810219,SNta37,
810222,SNxx04,
810232,SNta25,
810234,SNpp43,
810235,SNta11,
810236,SNta25,
810243,SNta37,
810252,SNpp26,
810261,SNta06,
810269,SNta04,
810270,SNxx14,
810274,SNta29,
810293,SNxx14,
810301,SNxx03,
810311,SNpp28,
810321,SNxx20,
810349,SNxx03,
810356,,
810360,SNta33,
810361,SNpp21,
810366,SNta29,
810380,LgLG1a,
810382,SNxx03,
810389,SNta21,
810393,LgLG6,
810394,SNta42,
810401,SNta29,
810406,WG4,
810425,SNpp02,
810426,SNta37,
810428,SNta39,
810435,SNpp34,
810439,SNta21,
810444,SNxx26,
810445,SNpp39,
810449,,
810452,SNpp17,
810456,SNta34,
810461,LgLG1a,
810474,SNch01,
810477,SNpp11,
810483,SNta06,
810484,LgLG1a,
810488,SNta26,
810490,SNta18,
810491,SNta26,
810498,SNpp14,
810500,SNxx11,
810503,SNta29,
810504,SNta30,
810505,LgLG1a,
810516,SNta18,
810518,SNpp07,
810519,SNta04,
810526,SNpp39,
810533,SNta37,
810534,LgLG8,
810536,SNta27,
810548,SNpp07,
810549,LgLG1a,
810550,LgLG4,
810552,SNpp21,
810554,SNta21,
810557,,
810563,WG4,
810564,SNta37,
810567,SNta21,
810576,SNta20,
810582,SNta04,
810585,SNta33,
810590,SNta03,
810591,SNpp63,
810594,SNta32,
810598,SNpp02,
810606,LgLG1a,
810609,SNxx26,
810616,SNta11,
810621,LgLG1a,
810628,SNppxx,
810634,SNxx33,
810643,SNpp50,
810645,SNta11,
810648,SNta11,
810660,SNta26,
810663,SNta20,
810667,SNppxx,
810683,SNpp50,
810691,SNpp35,
810692,,
810708,SNta29,
810709,,
810713,SNta21,
810716,SNxxxx,
810733,SNta04,
810738,SNta36,
810741,SNta03,
810745,SNpp28,
810754,SNta07,
810757,,
810760,SNta06,
810765,SNta32,
810770,SNpp23,
810771,SNta18,
810775,SNta29,
810780,SNta25,
810781,SNta11,
810783,SNxx02,
810790,SNta04,
810800,SNpp51,
810808,SNta02,
810811,LgLG4,
810814,SNta29,
810821,SNpp63,
810822,WG4,
810823,SNta37,
810831,SNta04,
810832,SNxx14,
810836,SNta29,
810843,SNta29,
810846,LgLG8,
810851,SNxx07,
810874,SNta37,
810876,SNpp60,
810885,SNxx07,
810889,SNxx33,
810894,SNxx07,
810901,SNta21,
810903,SNxx21,
810908,SNta38,
810911,SNxx04,
810914,SNta03,
810919,SNta04,
810921,SNta37,
810923,SNta20,
810924,LgLG1a,
810934,SNxx01,
810945,SNpp15,
810946,SNta18,
810948,SNppxx,
810958,LgLG1a,
810964,WG4,
810965,LgLG3b,
810971,LgLG1a,
810972,SNpp23,
810973,SNpp45,
810980,SNpp60,
810987,SNxx33,
810990,SNpp63,
811001,,
811005,SNta29,
811008,SNpp35,
811012,SNta29,
811014,WG4,
811015,,
811027,WG4,
811030,SNta18,
811041,SNta37,
811051,SNta21,
811056,SNta37,
811057,SNta30,
811058,SNta30,
811059,SNpp14,
811069,SNta31,
811074,SNta28,
811078,SNpp36,
811087,SNta38,
811089,LgLG3b,
811090,SNta29,
811101,WG4,
811105,SNta43,
811106,SNta02,
811107,SNta07,
811112,SNpp50,
811117,LgLG1b,
811118,SNta37,
811119,SNpp23,
811120,LgLG1a,
811123,SNta29,
811124,SNpp50,
811132,,
811142,SNxx14,
